"start_time","end_time","sla_type","sla_name","task_number","duration","stage"
"2018-09-14 13:19:53","2018-09-14 15:04:52","SLA","Base-RequestedItem-5: 4days","TASK0355462","3008","Achieved"
"2018-09-07 14:44:21","2018-09-14 14:57:45","SLA","Base-INC-Resolve-3","INC0469988","6638","Achieved"
"2018-09-14 12:32:14","2018-09-14 14:49:05","SLA","Base-RequestedItem-3: 8hrs","TASK0355443","8211","Achieved"
"2018-09-14 14:14:41","2018-09-14 14:38:12","SLA","Base-RequestedItem-3: 8hrs","TASK0355471","1411","Achieved"
"2018-09-07 09:21:34","2018-09-14 14:18:40","SLA","Base-INC-Resolve-3","INC0469873","10608","Achieved"
"2018-09-12 15:17:45","2018-09-14 14:16:40","SLA","Base-RequestedItem-3: 8hrs","TASK0354942","5369","Achieved"
"2018-09-14 13:44:00","2018-09-14 14:02:58","SLA","Base-INC-Resolve-3","INC0472243","1138","Achieved"
"2018-09-14 12:54:49","2018-09-14 14:01:40","SLA","Base-RequestedItem-3: 8hrs","TASK0355453","4011","Achieved"
"2018-09-14 09:28:18","2018-09-14 13:18:27","SLA","Base-INC-Resolve-3","INC0472960","1172","Achieved"
"2018-09-14 12:52:49","2018-09-14 13:09:59","SLA","Base-RequestedItem-2: 4hrs","TASK0355447","1030","Achieved"
"2018-09-14 12:52:49","2018-09-14 13:09:59","SLA","Base-RequestedItem-5: 4days","TASK0355447","1030","Achieved"
"2018-09-11 10:05:20","2018-09-14 13:01:28","SLA","Base-INC-Resolve-3","INC0465811","2770","Achieved"
"2018-09-14 12:52:49","2018-09-14 12:54:40","SLA","Base-INC-Respond-3","INC0473168","111","Achieved"
"2018-09-10 09:36:20","2018-09-14 12:52:31","SLA","Base-RequestedItem-5: 4days","TASK0354303","1963","Achieved"
"2018-09-10 09:36:20","2018-09-14 12:52:31","SLA","Base-RequestedItem-2: 4hrs","TASK0354303","1963","Achieved"
"2018-09-14 09:43:28","2018-09-14 12:38:22","SLA","Base-INC-Resolve-3","INC0472243","5114","Achieved"
"2018-09-14 11:15:52","2018-09-14 12:36:20","SLA","Base-RequestedItem-3: 8hrs","TASK0355420","4828","Achieved"
"2018-09-14 11:17:53","2018-09-14 12:26:05","SLA","Base-RequestedItem-3: 8hrs","TASK0355423","4092","Achieved"
"2018-09-13 13:31:37","2018-09-14 12:22:19","SLA","Base-INC-Resolve-3","INC0472314","14453","Achieved"
"2018-09-13 08:17:28","2018-09-14 12:18:53","SLA","Base-INC-Resolve-2","INC0471563","9897","Achieved"
"2018-09-14 09:58:35","2018-09-14 12:00:28","SLA","Base-RequestedItem-3: 8hrs","TASK0355393","7313","Achieved"
"2018-09-14 11:52:18","2018-09-14 11:54:31","SLA","Base-INC-Respond-3","INC0473109","133","Achieved"
"2018-09-12 16:29:55","2018-09-14 11:26:05","SLA","Base-INC-Resolve-3","INC0471598","881","Achieved"
"2018-09-14 08:08:59","2018-09-14 11:23:04","SLA","Base-INC-Resolve-3","INC0472903","5367","Achieved"
"2018-09-14 07:49:22","2018-09-14 11:21:06","SLA","Base-INC-Resolve-3","INC0472895","2364","Achieved"
"2018-09-14 11:03:00","2018-09-14 11:10:37","SLA","Base-INC-Respond-3","INC0473059","457","Achieved"
"2018-09-10 13:36:19","2018-09-14 10:54:07","SLA","Base-INC-Resolve-3","INC0470548","12447","Achieved"
"2018-09-07 10:06:27","2018-09-14 10:48:54","SLA","Base-INC-Resolve-3","INC0469926","648","Achieved"
"2018-09-14 09:43:28","2018-09-14 10:29:55","SLA","Base-INC-Respond-3","INC0472243","2787","Achieved"
"2018-09-10 13:37:19","2018-09-14 10:28:23","SLA","Base-INC-Resolve-3","INC0470549","12413","Achieved"
"2018-09-13 16:09:30","2018-09-14 10:24:15","SLA","Base-INC-Resolve-3","INC0472428","805","Achieved"
"2018-09-14 08:39:07","2018-09-14 09:41:30","SLA","Base-RequestedItem-3: 8hrs","TASK0355365","933","Achieved"
"2018-09-14 09:28:18","2018-09-14 09:40:34","SLA","Base-INC-Respond-3","INC0472960","736","Achieved"
"2018-09-13 06:09:13","2018-09-14 09:38:45","SLA","Base-INC-Resolve-3","INC0471943","514","Achieved"
"2018-09-06 09:13:49","2018-09-14 09:29:16","SLA","Base-INC-Resolve-3","INC0469489","1312","Achieved"
"2018-09-14 09:10:29","2018-09-14 09:17:40","SLA","Base-INC-Respond-3","INC0472929","431","Achieved"
"2018-09-14 08:39:08","2018-09-14 08:57:05","SLA","Base-RequestedItem-3: 8hrs","TASK0355367","303","Achieved"
"2018-09-14 08:09:43","2018-09-14 08:49:12","SLA","Base-RequestedItem-3: 8hrs","TASK0355342","2369","Achieved"
"2018-09-14 08:08:59","2018-09-14 08:30:08","SLA","Base-INC-Respond-3","INC0472903","1269","Achieved"
"2018-09-14 07:21:05","2018-09-14 08:11:34","SLA","Base-RequestedItem-3: 8hrs","TASK0355327","3029","Achieved"
"2018-09-14 07:49:22","2018-09-14 08:06:33","SLA","Base-INC-Respond-3","INC0472895","1031","Achieved"
"2018-09-14 07:11:00","2018-09-14 07:25:22","SLA","Base-RequestedItem-2: 4hrs","TASK0355323","862","Achieved"
"2018-09-11 04:59:21","2018-09-14 06:23:12","SLA","Base-INC-Resolve-3","INC0470772","3259","Achieved"
"2018-09-14 05:59:46","2018-09-14 06:06:05","SLA","Base-RequestedItem-2: 4hrs","TASK0355308","379","Achieved"
"2018-09-14 04:00:28","2018-09-14 04:13:39","SLA","Base-RequestedItem-2: 4hrs","TASK0355297","791","Achieved"
"2018-08-13 08:37:37","2018-09-14 04:04:46","SLA","SP-3A SR Software Packages","TASK0347686","70078","Achieved"
"2018-08-13 08:37:37","2018-09-14 04:04:46","SLA","SP-3B SR Software Packages","TASK0347686","70078","Achieved"
"2018-09-13 22:01:17","2018-09-14 02:13:32","SLA","Base-RequestedItem-3: 8hrs","TASK0355285","15135","Achieved"
"2018-09-14 02:04:28","2018-09-14 02:09:47","SLA","Base-INC-Resolve-3","INC0472678","319","Achieved"
"2018-09-14 02:04:28","2018-09-14 02:06:23","SLA","Base-INC-Respond-3","INC0472678","115","Achieved"
"2018-09-13 22:26:48","2018-09-14 01:59:11","SLA","Base-RequestedItem-2: 4hrs","TASK0355286","12743","Achieved"
"2018-09-13 22:21:30","2018-09-14 01:42:59","SLA","Base-INC-Resolve-3","INC0472594","12089","Achieved"
"2018-08-27 02:39:17","2018-09-14 01:15:56","SLA","Base-INC-Resolve-3","INC0465268","1292","Achieved"
"2018-09-13 03:37:17","2018-09-14 00:18:47","SLA","Base-INC-Resolve-3","INC0471872","4404","Achieved"
"2018-09-13 22:21:30","2018-09-13 22:29:20","SLA","Base-INC-Respond-3","INC0472594","470","Achieved"
"2018-09-13 15:06:55","2018-09-13 18:58:50","SLA","Base-RequestedItem-3: 8hrs","TASK0355223","254","Achieved"
"2018-09-13 14:18:45","2018-09-13 18:58:45","SLA","Base-RequestedItem-3: 8hrs","TASK0355210","3632","Achieved"
"2018-09-11 16:07:54","2018-09-13 18:07:21","SLA","Base-RequestedItem-2: 4hrs","TASK0354699","6650","Achieved"
"2018-09-11 16:04:53","2018-09-13 18:06:25","SLA","Base-RequestedItem-2: 4hrs","TASK0354696","6834","Achieved"
"2018-09-13 16:17:39","2018-09-13 18:04:02","SLA","Base-RequestedItem-3: 8hrs","TASK0355257","6383","Achieved"
"2018-09-13 08:56:41","2018-09-13 17:38:05","SLA","Base-RequestedItem-2: 4hrs","TASK0355101","18860","Not complied with"
"2018-09-13 14:25:45","2018-09-13 17:31:51","SLA","Base-RequestedItem-3: 8hrs","TASK0355215","3187","Achieved"
"2018-09-13 16:05:06","2018-09-13 17:30:35","SLA","Base-RequestedItem-5: 4days","TASK0355251","2576","Achieved"
"2018-09-11 18:17:55","2018-09-13 17:11:37","SLA","Base-RequestedItem-3: 8hrs","TASK0354715","762","Achieved"
"2018-09-11 18:17:55","2018-09-13 17:11:30","SLA","Base-RequestedItem-3: 8hrs","TASK0354714","760","Achieved"
"2018-09-10 08:49:03","2018-09-13 17:05:54","SLA","Base-INC-Resolve-3","INC0470394","5228","Achieved"
"2018-09-13 16:17:39","2018-09-13 16:57:47","SLA","Base-RequestedItem-2: 4hrs","TASK0355256","2408","Achieved"
"2018-09-13 16:38:43","2018-09-13 16:57:02","SLA","Base-RequestedItem-2: 4hrs","TASK0355266","1099","Achieved"
"2018-09-13 12:21:24","2018-09-13 16:38:17","SLA","Base-RequestedItem-3: 8hrs","TASK0355162","1425","Achieved"
"2018-09-13 10:34:59","2018-09-13 16:38:02","SLA","Base-INC-Resolve-3","INC0472154","853","Achieved"
"2018-09-13 12:25:56","2018-09-13 16:22:56","SLA","Base-RequestedItem-3: 8hrs","TASK0355163","1373","Achieved"
"2018-09-13 16:08:37","2018-09-13 16:22:14","SLA","Base-INC-Respond-3","INC0472430","817","Achieved"
"2018-09-13 16:09:30","2018-09-13 16:19:22","SLA","Base-INC-Respond-3","INC0472428","592","Achieved"
"2018-09-13 16:12:06","2018-09-13 16:17:43","SLA","Base-RequestedItem-2: 4hrs","TASK0355253","337","Achieved"
"2018-09-13 16:12:06","2018-09-13 16:17:43","SLA","Base-RequestedItem-5: 4days","TASK0355253","337","Achieved"
"2018-09-13 16:12:06","2018-09-13 16:17:05","SLA","Base-RequestedItem-2: 4hrs","TASK0355254","299","Achieved"
"2018-09-13 16:12:06","2018-09-13 16:17:05","SLA","Base-RequestedItem-5: 4days","TASK0355254","299","Achieved"
"2018-09-13 16:11:38","2018-09-13 16:16:58","SLA","Base-RequestedItem-5: 4days","TASK0355252","320","Achieved"
"2018-09-13 16:11:38","2018-09-13 16:16:58","SLA","Base-RequestedItem-2: 4hrs","TASK0355252","320","Achieved"
"2018-09-13 15:26:07","2018-09-13 16:11:58","SLA","Base-RequestedItem-5: 4days","TASK0355234","2751","Achieved"
"2018-09-13 15:26:07","2018-09-13 16:11:58","SLA","Base-RequestedItem-2: 4hrs","TASK0355234","2751","Achieved"
"2018-09-13 15:25:56","2018-09-13 16:11:50","SLA","Base-RequestedItem-2: 4hrs","TASK0355232","2754","Achieved"
"2018-09-13 15:25:56","2018-09-13 16:11:50","SLA","Base-RequestedItem-5: 4days","TASK0355232","2754","Achieved"
"2018-09-13 15:25:53","2018-09-13 16:11:42","SLA","Base-RequestedItem-2: 4hrs","TASK0355231","2749","Achieved"
"2018-09-13 15:25:53","2018-09-13 16:11:42","SLA","Base-RequestedItem-5: 4days","TASK0355231","2749","Achieved"
"2018-09-13 15:25:59","2018-09-13 16:11:35","SLA","Base-RequestedItem-2: 4hrs","TASK0355233","2736","Achieved"
"2018-09-13 15:25:59","2018-09-13 16:11:35","SLA","Base-RequestedItem-5: 4days","TASK0355233","2736","Achieved"
"2018-09-13 15:27:41","2018-09-13 15:29:58","SLA","Base-INC-Respond-3","INC0472394","137","Achieved"
"2018-09-13 15:27:41","2018-09-13 15:29:58","SLA","Base-INC-Resolve-3","INC0472394","137","Achieved"
"2018-09-13 14:39:55","2018-09-13 14:57:36","SLA","Base-INC-Respond-3","INC0472369","1061","Achieved"
"2018-09-12 13:28:21","2018-09-13 14:23:28","SLA","Base-RequestedItem-3: 8hrs","TASK0354899","1137","Achieved"
"2018-09-13 14:08:48","2018-09-13 14:15:06","SLA","Base-RequestedItem-3: 8hrs","TASK0355209","378","Achieved"
"2018-09-12 11:58:00","2018-09-13 14:08:48","SLA","Base-RequestedItem-3: 8hrs","TASK0354873","2978","Achieved"
"2018-09-13 13:52:12","2018-09-13 14:08:38","SLA","Base-RequestedItem-5: 4days","TASK0355204","986","Achieved"
"2018-09-13 13:52:12","2018-09-13 14:08:38","SLA","Base-RequestedItem-2: 4hrs","TASK0355204","986","Achieved"
"2018-09-13 13:34:36","2018-09-13 14:08:31","SLA","Base-RequestedItem-5: 4days","TASK0355197","2035","Achieved"
"2018-09-13 13:34:36","2018-09-13 14:08:31","SLA","Base-RequestedItem-2: 4hrs","TASK0355197","2035","Achieved"
"2018-09-13 13:34:07","2018-09-13 14:07:04","SLA","Base-RequestedItem-3: 8hrs","TASK0355196","1977","Achieved"
"2018-09-13 13:35:07","2018-09-13 14:07:02","SLA","Base-RequestedItem-3: 8hrs","TASK0355199","1915","Achieved"
"2018-09-13 13:32:08","2018-09-13 14:06:59","SLA","Base-RequestedItem-3: 8hrs","TASK0355193","2091","Achieved"
"2018-09-13 13:32:08","2018-09-13 14:06:56","SLA","Base-RequestedItem-3: 8hrs","TASK0355194","2088","Achieved"
"2018-09-13 13:34:06","2018-09-13 14:06:55","SLA","Base-RequestedItem-3: 8hrs","TASK0355195","1969","Achieved"
"2018-09-13 13:35:07","2018-09-13 14:06:54","SLA","Base-RequestedItem-3: 8hrs","TASK0355198","1907","Achieved"
"2018-09-13 13:43:47","2018-09-13 14:04:36","SLA","Base-INC-Resolve-3","INC0472319","1249","Achieved"
"2018-09-13 13:43:47","2018-09-13 13:57:42","SLA","Base-INC-Respond-3","INC0472319","835","Achieved"
"2018-09-13 13:30:37","2018-09-13 13:53:01","SLA","Base-INC-Respond-3","INC0472311","1344","Achieved"
"2018-09-13 13:31:37","2018-09-13 13:51:50","SLA","Base-INC-Respond-3","INC0472314","1213","Achieved"
"2018-09-13 13:06:09","2018-09-13 13:51:43","SLA","Base-RequestedItem-5: 4days","TASK0355180","2734","Achieved"
"2018-09-13 13:06:09","2018-09-13 13:51:43","SLA","Base-RequestedItem-2: 4hrs","TASK0355180","2734","Achieved"
"2018-09-13 13:36:07","2018-09-13 13:51:05","SLA","Base-INC-Respond-3","INC0472316","898","Achieved"
"2018-09-13 12:13:02","2018-09-13 13:44:14","SLA","Base-INC-Resolve-3","INC0472242","3278","Achieved"
"2018-09-13 13:14:43","2018-09-13 13:34:04","SLA","Base-RequestedItem-2: 4hrs","TASK0355184","1161","Achieved"
"2018-09-13 13:14:43","2018-09-13 13:34:04","SLA","Base-RequestedItem-5: 4days","TASK0355184","1161","Achieved"
"2018-09-13 11:43:44","2018-09-13 13:24:36","SLA","Base-INC-Resolve-3","INC0469243","0","Achieved"
"2018-09-13 12:08:33","2018-09-13 12:59:26","SLA","Base-INC-Resolve-3","INC0472228","3053","Achieved"
"2018-09-13 12:08:33","2018-09-13 12:43:17","SLA","Base-INC-Respond-3","INC0472228","2084","Achieved"
"2018-09-13 12:00:59","2018-09-13 12:37:57","SLA","Base-RequestedItem-2: 4hrs","TASK0355151","2218","Achieved"
"2018-09-13 12:00:59","2018-09-13 12:37:57","SLA","Base-RequestedItem-5: 4days","TASK0355151","2218","Achieved"
"2018-09-13 12:18:54","2018-09-13 12:31:23","SLA","Base-RequestedItem-2: 4hrs","TASK0355161","749","Achieved"
"2018-09-13 12:17:55","2018-09-13 12:27:26","SLA","Base-RequestedItem-2: 4hrs","TASK0355160","571","Achieved"
"2018-09-13 10:43:04","2018-09-13 12:26:49","SLA","Base-RequestedItem-5: 4days","TASK0355135","6225","Achieved"
"2018-09-13 12:03:53","2018-09-13 12:23:55","SLA","Base-RequestedItem-3: 8hrs","TASK0355154","1202","Achieved"
"2018-09-13 11:02:37","2018-09-13 12:21:23","SLA","Base-RequestedItem-5: 4days","TASK0355142","4726","Achieved"
"2018-09-13 10:46:07","2018-09-13 12:18:50","SLA","Base-RequestedItem-2: 4hrs","TASK0355136","5563","Achieved"
"2018-09-13 10:37:12","2018-09-13 12:17:39","SLA","Base-RequestedItem-2: 4hrs","TASK0355133","6027","Achieved"
"2018-09-13 12:13:02","2018-09-13 12:16:48","SLA","Base-INC-Respond-3","INC0472242","226","Achieved"
"2018-09-05 12:19:07","2018-09-13 12:09:06","SLA","Base-INC-Resolve-3","INC0469150","702","Achieved"
"2018-09-13 11:51:49","2018-09-13 11:55:43","SLA","Base-INC-Respond-3","INC0472227","234","Achieved"
"2018-09-12 15:04:13","2018-09-13 11:52:34","SLA","Base-INC-Resolve-3","INC0471570","370","Achieved"
"2018-09-13 11:18:25","2018-09-13 11:48:33","SLA","Base-RequestedItem-2: 4hrs","TASK0355144","1808","Achieved"
"2018-09-13 11:24:42","2018-09-13 11:47:19","SLA","Base-RequestedItem-5: 4days","TASK0355147","1357","Achieved"
"2018-09-13 11:12:14","2018-09-13 11:30:37","SLA","Base-INC-Respond-3","INC0472048","1103","Achieved"
"2018-09-13 11:07:53","2018-09-13 11:30:36","SLA","Base-INC-Respond-3","INC0470542","1363","Achieved"
"2018-09-05 08:33:08","2018-09-13 11:26:10","SLA","Base-INC-Resolve-3","INC0469030","2163","Achieved"
"2018-09-13 09:55:35","2018-09-13 11:25:06","SLA","Base-RequestedItem-3: 8hrs","TASK0355125","5371","Achieved"
"2018-09-13 09:55:34","2018-09-13 11:24:53","SLA","Base-RequestedItem-3: 8hrs","TASK0355124","5359","Achieved"
"2018-09-13 09:55:34","2018-09-13 11:24:10","SLA","Base-RequestedItem-3: 8hrs","TASK0355123","5316","Achieved"
"2018-09-13 08:50:52","2018-09-13 11:22:07","SLA","Base-RequestedItem-2: 4hrs","TASK0355098","9075","Achieved"
"2018-09-13 10:43:05","2018-09-13 11:10:05","SLA","Base-INC-Respond-3","INC0472142","1620","Achieved"
"2018-09-13 09:16:46","2018-09-13 10:58:22","SLA","Base-RequestedItem-2: 4hrs","TASK0355105","6096","Achieved"
"2018-09-13 09:16:46","2018-09-13 10:58:22","SLA","Base-RequestedItem-3: 8hrs","TASK0355105","6096","Achieved"
"2018-09-13 09:16:51","2018-09-13 10:57:40","SLA","Base-RequestedItem-3: 8hrs","TASK0355106","6049","Achieved"
"2018-09-13 09:16:51","2018-09-13 10:57:40","SLA","Base-RequestedItem-2: 4hrs","TASK0355106","6049","Achieved"
"2018-09-13 08:23:09","2018-09-13 10:53:24","SLA","Base-RequestedItem-3: 8hrs","TASK0355089","9015","Achieved"
"2018-09-13 09:19:36","2018-09-13 10:47:54","SLA","Base-INC-Resolve-3","INC0472080","5298","Achieved"
"2018-09-13 10:34:59","2018-09-13 10:47:06","SLA","Base-INC-Respond-3","INC0472154","727","Achieved"
"2018-09-12 16:06:53","2018-09-13 10:44:18","SLA","Base-RequestedItem-3: 8hrs","TASK0354959","2756","Achieved"
"2018-09-12 12:20:27","2018-09-13 10:39:10","SLA","Base-INC-Resolve-3","INC0471508","575","Achieved"
"2018-09-13 09:46:37","2018-09-13 10:27:51","SLA","Base-INC-Respond-3","INC0472106","2474","Achieved"
"2018-09-13 09:19:36","2018-09-13 09:39:15","SLA","Base-INC-Respond-3","INC0472080","1179","Achieved"
"2018-09-13 08:58:23","2018-09-13 09:39:14","SLA","Base-INC-Respond-3","INC0472040","2451","Achieved"
"2018-09-12 12:56:10","2018-09-13 09:32:24","SLA","Base-INC-Resolve-3","INC0471519","13338","Achieved"
"2018-09-06 09:10:14","2018-09-13 09:32:10","SLA","Base-INC-Resolve-3","INC0469485","1388","Achieved"
"2018-09-06 09:11:44","2018-09-13 09:31:12","SLA","Base-INC-Resolve-3","INC0469486","1429","Achieved"
"2018-09-13 08:07:06","2018-09-13 09:26:58","SLA","Base-INC-Resolve-3","INC0472013","4792","Achieved"
"2018-09-13 08:07:06","2018-09-13 09:02:08","SLA","Base-INC-Respond-3","INC0472013","3302","Achieved"
"2018-09-13 07:46:27","2018-09-13 08:50:11","SLA","Base-RequestedItem-3: 8hrs","TASK0355080","3824","Achieved"
"2018-09-13 08:17:28","2018-09-13 08:20:16","SLA","Base-INC-Respond-2","INC0471563","168","Achieved"
"2018-09-13 06:00:42","2018-09-13 08:16:26","SLA","Base-RequestedItem-3: 8hrs","TASK0355059","8144","Achieved"
"2018-09-13 06:00:42","2018-09-13 08:15:49","SLA","Base-RequestedItem-3: 8hrs","TASK0355057","8107","Achieved"
"2018-09-13 06:00:42","2018-09-13 08:14:40","SLA","Base-RequestedItem-3: 8hrs","TASK0355058","8038","Achieved"
"2018-09-04 02:32:14","2018-09-13 07:33:48","SLA","Base-INC-Resolve-3","INC0468436","7427","Achieved"
"2018-09-12 11:45:15","2018-09-13 06:20:00","SLA","Base-INC-Resolve-3","INC0469243","284","Achieved"
"2018-09-13 06:09:13","2018-09-13 06:12:56","SLA","Base-INC-Respond-3","INC0471943","223","Achieved"
"2018-09-11 08:05:07","2018-09-13 06:09:53","SLA","Base-INC-Resolve-3","INC0470815","4213","Achieved"
"2018-09-12 05:24:51","2018-09-13 05:57:30","SLA","Base-INC-Resolve-3","INC0471306","1279","Achieved"
"2018-09-13 05:11:18","2018-09-13 05:16:44","SLA","Base-INC-Respond-3","INC0471920","326","Achieved"
"2018-09-13 04:52:46","2018-09-13 05:06:19","SLA","Base-RequestedItem-2: 4hrs","TASK0355046","813","Achieved"
"2018-09-13 04:41:46","2018-09-13 04:58:55","SLA","Base-INC-Resolve-3","INC0471896","1029","Achieved"
"2018-09-13 04:41:46","2018-09-13 04:53:11","SLA","Base-INC-Respond-3","INC0471896","685","Achieved"
"2018-09-13 03:57:48","2018-09-13 04:39:45","SLA","Base-RequestedItem-3: 8hrs","TASK0355033","2517","Achieved"
"2018-09-13 04:34:53","2018-09-13 04:38:39","SLA","Base-INC-Respond-3","INC0471872","226","Achieved"
"2018-09-13 03:37:17","2018-09-13 03:55:34","SLA","Base-INC-Respond-3","INC0471872","1097","Achieved"
"2018-09-13 02:59:07","2018-09-13 03:02:42","SLA","Base-RequestedItem-3: 8hrs","TASK0355026","215","Achieved"
"2018-09-06 03:19:49","2018-09-13 02:54:44","SLA","Base-INC-Resolve-3","INC0469366","791","Achieved"
"2018-09-13 02:00:56","2018-09-13 02:06:25","SLA","Base-RequestedItem-3: 8hrs","TASK0355020","329","Achieved"
"2018-09-13 01:17:47","2018-09-13 01:24:31","SLA","Base-RequestedItem-3: 8hrs","TASK0355017","404","Achieved"
"2018-09-12 22:43:15","2018-09-12 23:06:59","SLA","Base-RequestedItem-3: 8hrs","TASK0355005","1424","Achieved"
"2018-09-12 22:43:45","2018-09-12 23:01:04","SLA","Base-RequestedItem-3: 8hrs","TASK0355009","1039","Achieved"
"2018-09-12 22:43:15","2018-09-12 23:00:52","SLA","Base-RequestedItem-3: 8hrs","TASK0355003","1057","Achieved"
"2018-09-12 22:43:15","2018-09-12 22:59:49","SLA","Base-RequestedItem-3: 8hrs","TASK0355004","994","Achieved"
"2018-09-12 22:38:15","2018-09-12 22:46:54","SLA","Base-RequestedItem-2: 4hrs","TASK0354999","519","Achieved"
"2018-09-09 17:22:13","2018-09-12 21:54:27","SLA","Base-RequestedItem-2: 4hrs","TASK0354140","1670","Achieved"
"2018-09-12 21:08:58","2018-09-12 21:46:29","SLA","Base-RequestedItem-3: 8hrs","TASK0354992","2251","Achieved"
"2018-09-12 21:10:28","2018-09-12 21:44:14","SLA","Base-RequestedItem-3: 8hrs","TASK0354994","2026","Achieved"
"2018-09-10 00:57:11","2018-09-12 21:43:24","SLA","Base-RequestedItem-3: 8hrs","TASK0354161","1688","Achieved"
